fen	coda_cp	opp_cp	outcome
6k1/3n1p1p/5P1P/6P1/8/K3pN2/2P1B3/1r6 w - - 5 60	-564	-298	0.0
1r4k1/5p1p/1n3P1P/6P1/2B5/4pN2/K1P5/8 w - - 9 62	-699	-362	0.0
1r4k1/5p1p/5P1P/6P1/2B5/2n1pN2/K1P5/8 w - - 13 64	-832	-398	0.0
6k1/5p1p/5P1P/6P1/2B5/K1n5/2P1p3/1r2N3 w - - 2 66	-871	-443	0.0
6k1/5p1p/5P1P/6P1/8/K4N2/2P1n3/5r2 w - - 0 68	-893	-459	0.0
6k1/5p1p/2N2P1P/6r1/8/K7/2P1n3/8 w - - 0 70	-896	-514	0.0
1N3k2/5p1p/5P1P/6r1/2P2n2/K7/8/8 w - - 3 72	-894	-544	0.0
2B5/8/1p6/1P6/3p4/3Pb1kp/8/5K2 b - - 1 101	106	13	0.5
B7/8/1p6/1P6/3p1b2/3P2k1/7p/5K2 b - - 3 103	126	0	0.5
8/2b5/1p6/1P6/3pBk2/3P4/6Kp/8 b - - 7 105	186	0	0.5
8/2b5/1p6/1P6/3pB3/3P4/3k2Kp/8 b - - 11 107	186	0	0.5
2b3k1/p5n1/1p3b2/1P1p1P2/P2P2RN/4n1Q1/R6K/2q5 w - - 2 30	-250	-103	0.5
2b3k1/p5n1/1p3b2/1P1p1P2/P2P3N/6Q1/R6K/5q2 w - - 0 32	-292	-97	0.5
6k1/p1Rb2n1/1p3b2/1P1p1P2/P2P3N/6Q1/4q2K/8 w - - 4 34	-179	-79	0.5
6k1/p2R2n1/1p3b2/1P1p1P2/P2P3q/8/6QK/8 w - - 0 36	-194	-87	0.5
6k1/p2R2n1/1p3b2/1P1p1P2/q7/5Q2/7K/8 w - - 0 38	-194	-67	0.5
8/p2R2nk/1p3b2/1P1Q1P2/7q/6K1/8/8 w - - 3 40	-173	-62	0.5
8/p2R2n1/1p3b1k/1P1Q1P2/8/7q/4K3/8 w - - 7 42	-172	-83	0.5
8/p2R2n1/1p3b2/1P3P1k/5Q2/8/4K1q1/8 w - - 11 44	-219	-82	0.5
8/p2R2n1/1p3b2/1P3P1k/5Q2/8/4K1q1/8 w - - 15 46	-214	-78	0.5
8/p2R2n1/1p3b2/1P3P2/6k1/8/8/3K4 w - - 0 48	-216	-73	0.5
8/1R4n1/1p6/1P3k2/3b4/8/8/3K4 w - - 2 50	-221	-70	0.5
8/6n1/1p3k2/1P2b3/8/8/4R3/3K4 w - - 6 52	-210	-62	0.5
8/8/1p2k3/1P2bn2/8/8/2KR4/8 w - - 10 54	-225	-55	0.5
8/8/1p2k3/1P2b3/1K2n3/8/3R4/8 w - - 14 56	-233	-109	0.5
8/8/1p2k3/1P6/4n3/1K6/3b4/3R4 w - - 18 58	-242	-86	0.5
8/8/1p6/bP1k4/4n3/8/2K5/7R w - - 22 60	-250	-80	0.5
8/8/1p6/bP6/3kn2R/8/2K5/8 w - - 26 62	-250	-74	0.5
8/8/1p6/1P6/3kn1R1/1K6/3b4/8 w - - 30 64	-250	-70	0.5
8/8/1p6/1P1k2b1/4n3/1K6/7R/8 w - - 34 66	-250	-82	0.5
8/8/1p6/1Pnk4/1K3b2/8/6R1/8 w - - 38 68	-247	-101	0.5
8/3n4/1p6/1P1k4/1K6/8/3b4/6R1 w - - 42 70	-269	-79	0.5
8/8/1p6/1Pnk4/8/4b3/2K5/6R1 w - - 46 72	-231	-69	0.5
8/6R1/1p6/1P1kn3/8/4b3/2K5/8 w - - 50 74	-274	-73	0.5
8/7R/1p6/1P1kn3/8/4b3/2K5/8 w - - 54 76	-240	-78	0.5
2R5/8/1p6/1P1k4/3b4/5n2/2K5/8 w - - 58 78	-242	-80	0.5
2R5/8/1p6/1P1k4/K2bn3/8/8/8 w - - 62 80	-234	-69	0.5
2R5/8/1p6/1P1k4/3bn3/1K6/8/8 w - - 66 82	-234	-50	0.5
2R5/8/1p1n4/1Pbk4/8/1K6/8/8 w - - 70 84	-197	-36	0.5
3R4/8/1p1n4/1P1k4/1K6/8/3b4/8 w - - 74 86	-172	-24	0.5
7R/8/1p6/1Pk5/K3n3/8/3b4/8 w - - 78 88	-155	-11	0.5
8/8/1p6/1P1k4/K3n2R/8/3b4/8 w - - 82 90	-133	-1	0.5
8/8/1p6/1Pnk4/6R1/K1b5/8/8 w - - 86 92	-111	0	0.5
6k1/3b2p1/p2Bp1P1/1p5P/4PK2/3B4/P2b4/8 w - - 3 36	147	56	0.5
6k1/3b2p1/3Bp1P1/pp5P/4P3/2b2K2/P1B5/8 w - - 2 38	175	36	0.5
7k/3b2p1/3Bp1P1/1p5P/p3P3/P1b2K2/8/1B6 w - - 2 40	146	21	0.5
7k/3b2p1/3Bp1P1/1p5P/p3PK2/P7/B7/2b5 w - - 6 42	137	21	0.5
7k/3b2p1/3Bp1P1/1p5P/p3P3/P1b5/B3K3/8 w - - 10 44	177	1	0.5
6k1/3b2p1/4p1P1/1pB4P/p3P3/P2K4/Bb6/8 w - - 14 46	172	0	0.5
6k1/3b2p1/4p1P1/1pB4P/p3P3/P7/1b1K4/1B6 w - - 18 48	137	1	0.5
6k1/3b2p1/4p1P1/1p5P/pB2P3/P2K4/1b6/1B6 w - - 22 50	135	1	0.5
6k1/3b2p1/4p1P1/1p5P/pB2P3/P3K3/B7/b7 w - - 26 52	135	0	0.5
6k1/3b2p1/3Bp1P1/1p5P/p3P3/P2K4/B7/b7 w - - 30 54	134	0	0.5
7k/3b2p1/4p1P1/1pB4P/p3P3/P2K4/1b6/1B6 w - - 34 56	134	0	0.5
7k/3b2p1/3Bp1P1/1p5P/p3P3/P2K4/Bb6/8 w - - 38 58	134	0	0.5
7k/3b2p1/3Bp1P1/1p5P/p3P3/P7/B1K5/b7 w - - 42 60	131	0	0.5
6k1/3b2p1/4p1P1/1p2b2P/pB2P3/P7/B2K4/8 w - - 46 62	129	9	0.5
7k/3b2p1/4p1P1/1p5P/pB2P3/P3K3/8/bB6 w - - 50 64	129	13	0.5
6k1/3b2p1/3Bp1P1/1p5P/p3P3/P7/1b1K4/1B6 w - - 54 66	123	0	0.5
6k1/3b2p1/3Bp1P1/1p5P/p3P3/P2K4/B7/b7 w - - 58 68	123	0	0.5
6k1/3b2p1/4p1P1/1p2b2P/pB2P3/P7/B2K4/8 w - - 62 70	123	0	0.5
6k1/3b2p1/4p1P1/1p5P/pB2P3/P7/B3K3/b7 w - - 66 72	123	1	0.5
6k1/3b2p1/3Bp1P1/1p5P/p3P3/P3K3/Bb6/8 w - - 70 74	123	0	0.5
6k1/3b2p1/3Bp1P1/1p5P/p3P3/P5K1/Bb6/8 w - - 74 76	128	0	0.5
7k/6p1/2bBp1P1/1p2P2P/p7/P5K1/1b6/1B6 w - - 3 78	121	0	0.5
7k/3b2p1/3Bp1P1/1p2P2P/p4K2/P1b5/B7/8 w - - 7 80	122	0	0.5
7k/3b2p1/3Bp1P1/1p2P2P/p7/P2K4/Bb6/8 w - - 11 82	111	0	0.5
7k/6p1/2bBp1P1/1p2P2P/p7/P7/3K4/bB6 w - - 15 84	105	0	0.5
7k/3b2p1/3Bp1P1/1p2P2P/p7/P1b1K3/B7/8 w - - 19 86	101	0	0.5
7k/6p1/2bBp1P1/1p2P2P/p7/P2K4/1b6/1B6 w - - 23 88	100	1	0.5
7k/3b2p1/3Bp1P1/1p2P2P/p7/P7/B3K3/b7 w - - 27 90	100	0	0.5
7k/6p1/2bBp1P1/1p2P2P/p7/P1bB4/4K3/8 w - - 31 92	93	0	0.5
7k/6p1/2bBp1P1/1p2P2P/p7/P2B4/3K4/b7 w - - 35 94	87	0	0.5
7k/6p1/2bBp1P1/1p2P2P/p7/P2K4/4B3/b7 w - - 39 96	81	0	0.5
7k/6p1/3Bp1P1/1p1bP2P/p2b2B1/P7/2K5/8 w - - 43 98	80	0	0.5
r4rk1/p3q1bp/4b1p1/4p1nn/3pP3/2NP1NPP/PB2Q1BK/R4R2 w - - 0 19	-89	-227	0.0
r4rk1/p3q1bp/6p1/3Pp1n1/3p4/3P1NnP/PB2Q1BK/R4R2 w - - 0 21	-15	-227	0.0
r4rk1/p3q2p/6p1/3Pb1N1/3pp3/3P2KP/PB2Q1B1/R4R2 w - - 1 23	0	-503	0.0
r4rk1/p5qp/8/3Pb1Np/3pp2K/3P3P/PB4B1/R4R2 w - - 0 25	-859	-501	0.0
r5k1/p5q1/7p/3Pb1Np/3pB2K/3P3P/PB6/5R2 w - - 0 27	-809	-521	0.0
8/2r2kp1/4p3/p5RP/P2K1P2/8/8/8 b - - 0 42	-199	-20	0.5
8/5kp1/4p3/R3K2P/P4P2/8/5r2/8 b - - 2 44	-133	-19	0.5
8/5kp1/4p3/R3K2P/P4P2/8/5r2/8 b - - 6 46	-140	0	0.5
8/R4kp1/3Kp3/7P/P3rP2/8/8/8 b - - 10 48	-140	0	0.5
R7/5kp1/3Kp3/P6P/4rP2/8/8/8 b - - 0 50	-147	0	0.5
R7/5kp1/P1K1p3/7P/r7/8/8/8 b - - 2 52	-157	0	0.5
8/1k3pn1/1pp3p1/1nPpP1Pp/1P1P2qP/4PN2/3QK3/4B3 w - - 9 57	-214	-123	0.5
8/2k2p2/1pp3p1/1nPpPnPp/1P1P2qP/4PN2/4KB2/2Q5 w - - 13 59	-231	-125	0.5
8/2k2p2/2p3p1/1nppPnPp/1P1Pq2P/4PN2/1Q2KB2/8 w - - 0 61	-272	-129	0.5
8/4kp2/2p3p1/1nPpPnPp/3Pq2P/4PN2/3QKB2/8 w - - 3 63	-245	-105	0.5
5k2/5p2/2p3p1/1nPpPnPp/3P2qP/4PN2/3QKB2/8 w - - 7 65	-209	-91	0.5
8/5p2/2p1k1p1/1nPpPnPp/3P2qP/4PN2/3QKB2/8 w - - 11 67	-210	-85	0.5
8/3k1p2/2p3p1/1nPpPnPp/3P3P/4PN2/3QKBq1/8 w - - 15 69	-190	-101	0.5
8/3k1p2/2p3p1/1nPpPnPp/3P3P/4PN2/3QKBq1/8 w - - 19 71	-224	-83	0.5
8/3k1p2/2p3p1/1nPpPnPp/3P2qP/4PN2/3QKB2/8 w - - 23 73	-171	-85	0.5
8/3k1p2/2p3p1/1nPpPnPp/3P2qP/4PN2/3QKB2/8 w - - 27 75	-174	-76	0.5
3r3k/6p1/5n1p/8/R4N1P/6P1/5PK1/8 w - - 1 34	158	72	0.5
1r4k1/6p1/5n1p/7P/R4N2/5PP1/6K1/8 w - - 1 36	166	62	0.5
1r4k1/6p1/6Np/6nP/R5P1/5P2/6K1/8 w - - 3 38	158	63	0.5
6k1/R5p1/6Np/6nP/6P1/5P2/3r2K1/8 w - - 7 40	170	65	0.5
2r3k1/R5p1/7p/4N1nP/6P1/5P2/8/5K2 w - - 11 42	151	62	0.5
1r4k1/R5p1/6Np/6nP/6P1/5P2/6K1/8 w - - 15 44	152	61	0.5
3r1k2/R3N1p1/7p/6nP/6P1/5PK1/8/8 w - - 19 46	168	56	0.5
4r1k1/R5p1/7p/4N1nP/6P1/5PK1/8/8 w - - 23 48	167	52	0.5
4r1k1/6p1/5n1p/R3N2P/6PK/5P2/8/8 w - - 27 50	168	50	0.5
1r6/4N1pk/5n1p/R6P/6PK/5P2/8/8 w - - 31 52	165	55	0.5
1r6/6pk/5nNp/R6P/6P1/5PK1/8/8 w - - 35 54	163	50	0.5
1r6/6pk/5nNp/R6P/6P1/5PK1/8/8 w - - 39 56	156	49	0.5
4r3/R5pk/5nNp/7P/6PK/5P2/8/8 w - - 43 58	157	49	0.5
8/R3r1pk/7p/3n3P/6PN/5PK1/8/8 w - - 47 60	154	53	0.5
6k1/4r1p1/5n1p/R6P/5KPN/5P2/8/8 w - - 51 62	154	51	0.5
3r2k1/6p1/5n1p/R6P/5KPN/5P2/8/8 w - - 55 64	154	56	0.5
5k2/R2r2p1/5n1p/5N1P/5KP1/5P2/8/8 w - - 59 66	155	56	0.5
R7/3r1kp1/7p/3n3P/5KPN/5P2/8/8 w - - 63 68	162	54	0.5
8/3r1kp1/R6p/3n3P/6PN/5PK1/8/8 w - - 67 70	162	53	0.5
1r6/5kp1/6Np/3n3P/6P1/R4PK1/8/8 w - - 71 72	169	59	0.5
1r4k1/R5p1/5nNp/7P/5PP1/6K1/8/8 w - - 3 74	145	44	0.5
5k2/R3N1p1/5n1p/7P/1r3PPK/8/8/8 w - - 7 76	202	65	0.5
R7/5kp1/5nNp/7P/1r3PPK/8/8/8 w - - 11 78	156	64	0.5
R7/5kp1/5nNp/7P/1r3PPK/8/8/8 w - - 15 80	158	64	0.5
3R4/3n2p1/4k1Np/7P/1r3PPK/8/8/8 w - - 19 82	168	62	0.5
8/3n2p1/5kNp/7P/3r1PPK/8/8/4R3 w - - 23 84	144	49	0.5
8/3n1kp1/R5Np/7P/3r1PPK/8/8/8 w - - 27 86	146	35	0.5
6k1/R5p1/5nNp/7P/3r1PPK/8/8/8 w - - 31 88	114	32	0.5
1R6/5kp1/5nNp/7P/5PPK/8/8/3r4 w - - 35 90	132	23	0.5
5nk1/p1b2p2/2Pr4/5P1p/2RN2p1/2R5/PrB3PP/5K2 b - - 0 37	-170	-82	0.5
6k1/p1b2p2/2Pr1n2/5P1p/R2N2p1/1R6/PrB3PP/5K2 b - - 4 39	-189	-62	0.5
6k1/2b2p2/p1Pr1n2/5P1p/R2N2p1/1B6/P3K1PP/8 b - - 1 41	-167	-62	0.5
4n1k1/2b2p2/p1Pr4/5P1p/R2N4/1B5P/P3K3/8 b - - 0 43	-164	-83	0.5
4n3/2b2p2/p1Pr1k2/5P1p/R2NB3/7P/P3K3/8 b - - 4 45	-186	-81	0.5
4n3/2b2p2/p1Pr1k2/5P1p/R2N4/P2B3P/4K3/8 b - - 0 47	-213	-71	0.5
4n3/5p2/BbP2k2/3r1P1p/R7/PN5P/4K3/8 b - - 2 49	-187	-76	0.5
4n3/2b2p2/B1P2k2/5r1p/PR6/1N5P/4K3/8 b - - 0 51	-171	-74	0.5
8/2b1kp2/2Pn4/5r1p/PR6/1N5P/3KB3/8 b - - 4 53	-177	-72	0.5
8/2b1kp2/2Pn4/6rp/PR5P/1N6/2K1B3/8 b - - 0 55	-168	-65	0.5
6k1/5p2/1p1p2p1/p1pP1b2/2Pb1P1p/1Q3N1P/PP2r1PK/8 w - - 6 30	229	95	0.5
6k1/5p2/1p1p2p1/p2P1b2/2Pp1P1p/7P/Pr4PK/3Q4 w - - 0 32	243	103	0.5
6k1/5p2/1p1p2p1/3P1b2/p1P2P1p/4Q2P/r5PK/8 w - - 0 34	227	68	0.5
3Q4/5pk1/1p1p2p1/3P1b2/p1P2P1p/7P/2r3PK/8 w - - 4 36	219	67	0.5
6k1/5p2/1p4p1/3PQb2/p1r2P1p/7P/6PK/8 w - - 2 38	128	46	0.5
6k1/5p2/1p4p1/3PQb2/p1r2P1p/7P/6PK/8 w - - 6 40	192	57	0.5
8/5pk1/6p1/1p1P1b2/p1r2P1p/4Q2P/6PK/8 w - - 0 42	102	1	0.5
8/4Qpk1/6p1/1p1P1b2/p1r2P1p/7P/6PK/8 w - - 4 44	121	2	0.5
r1bqr1k1/1pp2pbp/p1n3p1/4p3/4PPn1/2P2NPP/PPQ3B1/RNB2RK1 b - - 0 9	136	56	0.5
r1bqr1k1/1pp2pbp/p4np1/4N3/4P3/2P3PP/PPQ3B1/RNB2RK1 b - - 0 11	153	55	0.5
r1bqr1k1/1pp2pbp/p4np1/8/4P3/1NP3PP/PPQ3B1/R1B2RK1 b - - 3 13	161	66	0.5
r1bqr1k1/1pp2pbp/p5p1/4n3/4PB2/1NP3PP/PPQ3B1/3R1RK1 b - - 7 15	157	75	0.5
r3r1k1/1ppbqpbp/p5p1/4n3/4PB2/2P2NPP/PPQ3B1/3R1RK1 b - - 11 17	154	64	0.5
r3r1k1/1pp1qpbp/p5p1/1b6/4PB2/2P2BPP/PPQ5/3RR1K1 b - - 0 19	167	43	0.5
r3r1k1/1pp1qp1p/p1b3p1/4b3/4PB2/2P3PP/PP3QB1/3RR1K1 b - - 4 21	162	63	0.5
3rr1k1/1pp2p1p/p1b3p1/4q3/4P3/2P3PP/PP3QB1/3R1RK1 b - - 1 23	158	56	0.5
3r2k1/1pp2p1p/p1b1q1p1/8/4PQ2/2P3PP/PP4B1/5RK1 b - - 1 25	134	49	0.5
6k1/1pp1rp1p/p1b1q1p1/8/4PQ2/P1P3PP/1P4B1/4R1K1 b - - 2 27	134	46	0.5
6k1/1pp1rp1p/p1b1q1p1/8/4P2P/P1P3P1/1P3QB1/4R1K1 b - - 0 29	150	50	0.5
6k1/1p1R4/p1p1r2p/P5pq/1P2p3/2P1Q1P1/6K1/8 b - - 1 46	142	50	0.5
6k1/1p1R4/p1p2Q1p/P5p1/1P2p1q1/2P3P1/6K1/8 b - - 0 48	151	69	0.5
4Q1k1/1p4q1/p1p4p/P5p1/1P2p3/2P3P1/6K1/8 b - - 3 50	157	55	0.5
5q2/1p4k1/p1p4p/P5p1/1P1Q4/2P3P1/6K1/8 b - - 2 52	163	53	0.5
8/1p2q3/p1p3kp/P5p1/1P4P1/2PQ4/6K1/8 b - - 2 54	164	64	0.5
8/1p4k1/p1p4p/P4Qp1/1P4P1/2P5/4q3/6K1 b - - 6 56	153	67	0.5
2Q5/1p4k1/p1p4p/P2q2p1/1P4P1/2P5/5K2/8 b - - 10 58	140	50	0.5
1Q6/1p3q2/p1p3kp/P5p1/1P4P1/2P1K3/8/8 b - - 14 60	133	44	0.5
1Q6/1p6/p1p1q1k1/P5pP/1P6/2PK4/8/8 b - - 0 62	100	0	0.5
8/8/Q1p1q3/P6k/1P4p1/2PK4/8/8 b - - 0 64	187	0	0.5
8/8/2p1q3/P6k/1P6/2PK4/6p1/6Q1 b - - 1 66	140	0	0.5
8/8/P1p5/3q4/1P4k1/2P1K3/6p1/6Q1 b - - 0 68	115	0	0.5
4r1k1/6p1/1p3r1p/pP2q3/2PQ2R1/2R1P2P/6P1/6K1 w - - 10 39	147	55	0.5
8/6pk/1p3r1p/pP2r3/2P3R1/2R1P2P/6P1/6K1 w - - 0 41	117	34	0.5
8/8/1p3rkp/pP2r1p1/2PR4/3RP2P/6P1/6K1 w - - 2 43	160	38	0.5
3R4/8/1p3rkp/pP2r1p1/2P5/2R1P2P/6P1/6K1 w - - 6 45	153	27	0.5
3R4/8/1p3rk1/pP2r1p1/2P3Pp/2R1P2P/6K1/8 w - - 0 47	151	21	0.5
6R1/8/1p3r1k/pP4p1/2P1r1Pp/3RP2P/6K1/8 w - - 4 49	125	16	0.5
8/2R5/1p3r1k/pP4p1/2P1r1Pp/3RP2P/6K1/8 w - - 8 51	104	3	0.5
r5k1/1p1r1pp1/n4b1p/p2p4/Pq5P/4BBP1/1P2QP1K/R2R4 w - - 0 18	133	46	0.5
3r2k1/1p3pp1/n4b1p/p7/Pq5P/4B1P1/1P2QPBK/R2r4 w - - 0 20	130	45	0.5
3b2k1/1p3pp1/n6p/p7/q6P/4B1P1/1P2QPBK/8 w - - 0 22	133	43	0.5
3bq1k1/1B3pp1/7p/p7/1n5P/3QB1P1/1P3P1K/8 w - - 1 24	175	49	0.5
3q2k1/1B2bpp1/7p/p3Q3/1n5P/4B1P1/1P3P1K/8 w - - 5 26	131	31	0.5
6k1/qB2bpp1/7p/pQ6/1n3B1P/6P1/1P3P1K/8 w - - 9 28	132	30	0.5
5bk1/3Q1pp1/7p/p1q5/1n3B1P/6P1/1P3PBK/8 w - - 13 30	136	43	0.5
5bk1/5pp1/3q3p/p4Q2/7P/3nB1P1/1P3PBK/8 w - - 17 32	152	63	0.5
5bk1/3q1pp1/7p/p1nB1Q2/7P/1P2B1P1/5P1K/8 w - - 3 34	187	64	0.5
5bk1/3q1pp1/7p/p1nB4/4Q2P/1P2B1P1/5P1K/8 w - - 7 36	150	56	0.5
6k1/3q1pp1/4n2p/p2B4/2Q4P/bP2B1P1/5PK1/8 w - - 11 38	156	55	0.5
6k1/3q1pp1/4n2p/p2BQ3/7P/bP2B1P1/5PK1/8 w - - 15 40	139	57	0.5
6k1/3q1pp1/4n2p/p2BQ3/7P/bP2B1P1/5PK1/8 w - - 19 42	200	53	0.5
6k1/5pp1/2q1n2p/p3Q3/1bB4P/1P2B1P1/5P1K/8 w - - 23 44	194	55	0.5
6k1/5pp1/4n2p/p7/1bB1Q2P/1P2B1P1/5P2/3q2K1 w - - 27 46	186	43	0.5
6k1/1Q3pp1/4n2p/p3q3/1bB4P/1P2B1P1/5PK1/8 w - - 31 48	206	40	0.5
6k1/1Q3pp1/4n2p/p3q3/1bB4P/1P2B1P1/5PK1/8 w - - 35 50	182	51	0.5
Q4nk1/5pp1/7p/p4q2/1bB4P/1P2B1P1/5PK1/8 w - - 39 52	178	47	0.5
5nk1/4qpp1/7p/p7/1bB1Q2P/1P2B1P1/5PK1/8 w - - 43 54	176	49	0.5
5nk1/4qpp1/7p/p7/1bB4P/1P2BQP1/5PK1/8 w - - 47 56	200	54	0.5
Q4qk1/3n1pp1/7p/p7/1bBB3P/1P4P1/5PK1/8 w - - 51 58	161	49	0.5
2Q2nk1/4qpp1/7p/p7/1bBB3P/1P4P1/5PK1/8 w - - 55 60	166	40	0.5
5nk1/4qpp1/7p/p7/1bBB3P/1P3QP1/5PK1/8 w - - 59 62	165	41	0.5
Q4qk1/3n1pp1/7p/p7/1bBB3P/1P4P1/5P1K/8 w - - 63 64	158	40	0.5
2Q2nk1/4qpp1/7p/p7/1bBB3P/1P4P1/5P1K/8 w - - 67 66	158	21	0.5
1q6/1k1b4/2p2pn1/QpB5/1P2PP1p/7P/6P1/6K1 w - - 0 51	-127	-39	0.5
1qk5/3b4/1Qp2p2/1pB1nP2/1P2P2p/7P/6P1/6K1 w - - 3 53	-135	-30	0.5
2k5/1q1b4/2p2p2/1pB2P2/1Pn1P2p/7P/Q5P1/6K1 w - - 7 55	-142	-24	0.5
2k5/1q1b4/2p2p2/1pB2P2/1Pn1P2p/7P/Q5P1/6K1 w - - 11 57	-153	-16	0.5
2k5/3b4/2p2Q2/1pB1qP2/1Pn1P2p/7P/6P1/6K1 w - - 1 59	-149	-12	0.5
2k5/3b1n2/2p2P2/1pB1q3/1P2P2Q/7P/6P1/6K1 w - - 1 61	-148	-59	0.5
5k2/5p2/2n3p1/3nP1P1/R3NP2/P6K/1Pr5/8 w - - 1 49	-123	-38	0.5
8/2n1kp2/2n2Np1/4P1P1/R4P2/PP5K/2r5/8 w - - 1 51	-115	-27	0.5
8/2n2p2/2n1kNp1/4P1P1/2P2P2/P6K/8/8 w - - 1 53	-109	-24	0.5
8/2n2p2/2n1kNp1/2P1P1P1/5PK1/P7/8/8 w - - 1 55	-113	-32	0.5
3n4/5p2/n3k1p1/2P1P1P1/4NP2/P5K1/8/8 w - - 5 57	-139	-41	0.5
8/5p2/n1P1k1p1/n3P1P1/P3NP2/6K1/8/8 w - - 1 59	-163	-36	0.5
8/2n2p2/3Nk1p1/4P1P1/P4P2/1n4K1/8/8 w - - 2 61	-135	-28	0.5
8/5p2/n2Nk1p1/P3P1P1/3n1PK1/8/8/8 w - - 1 63	-125	-23	0.5
8/4kp2/n5p1/P3PnP1/4NP2/5K2/8/8 w - - 5 65	-128	-24	0.5
2k3nr/1bp1pp2/Bp6/7p/K3P1pP/1N3PB1/1qPQ2P1/7R b - - 0 19	-24	-252	0.0
2k3nr/1bp1pp2/1p6/5Q1p/K3P1pP/1N3PB1/1qP3P1/7R b - - 3 21	47	-267	0.0
2k3nr/2p2Q2/1pb1p3/7p/1K2P1pP/1N3PB1/1qP3P1/7R b - - 2 23	-397	-248	0.0
5Qnr/1kBb4/1p2p3/7p/1K2P1pP/1N3P2/1qP3P1/7R b - - 0 25	-476	-210	0.0
3B3r/1k6/1pbQpn2/7p/1K2P1pP/1N3P2/1qP3P1/7R b - - 4 27	-428	-208	0.0
8/1k5r/1pbQpq2/7p/1K1NP1pP/5P2/2P3P1/7R b - - 1 29	-455	-273	0.0
8/1kr5/1pbQpq2/7p/1K1NP2P/2P2P2/8/7R b - - 0 31	-545	-298	0.0
2r2q2/1k6/1pb1Q3/7p/3NP2P/1KP2P2/8/7R b - - 2 33	-661	-319	0.0
8/1k1Q4/1pr5/2q4p/4P2P/1KP2P2/8/7R b - - 1 35	-621	-339	0.0
1k6/4q3/1pr5/7p/4P2P/1KPQ1P2/8/R7 b - - 5 37	-610	-370	0.0
1k4q1/8/Qpr5/7p/4P2P/2P2P2/2K5/R7 b - - 9 39	-798	-553	0.0
2k3q1/Q7/1p4r1/7p/R3P2P/2P2P2/2K5/8 b - - 13 41	-1071	-651	0.0
8/pp1kn2r/1n1p2bB/2pPp3/2P1PpPR/2P2P2/P2KB3/6N1 w - - 6 27	170	45	0.5
4b2r/pp1kn3/1n1p3B/2pPp3/2P1PpPR/2P2P2/P2KBN2/8 w - - 10 29	114	-7	0.5
4k2r/pp2n3/1n1p2bB/2pPp1P1/2P1Pp1R/2P2P2/P2K1N2/5B2 w - - 3 31	127	35	0.5
3k3r/pp2n3/3p2bB/2pPp1P1/n1P1Pp1R/2PK1P2/P7/3N1B2 w - - 7 33	150	43	0.5
3kb2r/pp6/3pB1nB/2pPp1P1/n1P1Pp1R/2PK1P2/P7/3N4 w - - 11 35	179	44	0.5
3kb2r/pp6/3pB1nB/2pPp1P1/n1P1Pp2/2PK1P2/P7/3N3R w - - 15 37	170	33	0.5
4b2r/ppk1n3/3p3B/2pPpBP1/n1P1Pp2/2PK1P2/P7/3N3R w - - 19 39	165	47	0.5
3kb2r/pp6/3pB1nB/2pPp1P1/n1P1Pp2/2PK1P2/P6R/3N4 w - - 23 41	163	42	0.5
4b2r/ppk5/1n1p2nB/2pPpBP1/2P1Pp2/2PK1P2/PN5R/8 w - - 27 43	153	49	0.5
4b2r/1pk5/3p2nB/p1pPpBP1/n1P1Pp2/2PK1P2/P7/3N3R w - - 2 45	182	57	0.5
4b2r/1pk1n3/1n1p3B/p1pPpBP1/2P1Pp2/2P2P2/PN1K4/7R w - - 6 47	178	44	0.5
4b3/1pk4r/1n1p3B/p1pPpnP1/2P1Pp2/2P2P2/PN1K4/7R w - - 0 49	143	56	0.5
5B2/1pk5/1n1p2R1/2pPp3/p1P2p2/P1P5/1N6/2K2r2 w - - 2 59	146	24	0.5
5B2/1pk5/1n1p2R1/2pPp3/p1P2p2/P1PK4/1r6/8 w - - 0 61	158	28	0.5
8/1p1k4/1n4R1/2BP4/p1P1pp2/P1PK4/1r6/8 w - - 0 63	174	22	0.5
2k5/1p4R1/8/2BP4/p1n1Kp2/P1P5/1r6/8 w - - 2 65	120	11	0.5
2k5/5R2/8/1p1P4/pBn1Kp2/P1P5/3r4/8 w - - 0 67	145	0	0.5
1k6/5R2/8/1p1P4/pBn1K3/P1P5/8/3r4 w - - 3 69	99	0	0.5
1k6/5R2/8/1p1P4/pBn1K3/P1P5/8/3r4 w - - 7 71	99	0	0.5
1r3rk1/1p1b1ppp/p2p4/P4q2/2P1P3/4B1P1/5P1P/1R1Q1RK1 b - - 0 16	181	83	0.5
1r3rk1/1p1b1ppp/p2p4/P2Q4/2P3q1/4BPP1/7P/1R3RK1 b - - 0 18	184	69	0.5
1r3rk1/1p3ppp/p1b5/P7/2P2Q2/4BPPq/7P/1R3RK1 b - - 2 20	186	71	0.5
3r1rk1/1p3pp1/p1b5/P1B4p/2P2Q2/5PPq/7P/4RRK1 b - - 3 22	164	57	0.5
3r2k1/1p3pp1/p1b1R3/P6p/1BP2Q2/5PPq/7P/5RK1 b - - 0 24	155	54	0.5
3r2k1/1p3pp1/p1b3q1/P6p/1BP2Q2/5PP1/5K1P/4R3 b - - 3 26	152	39	0.5
6k1/1p4p1/p1b2pq1/P6p/1BP2Q2/3rRPP1/5K1P/8 b - - 3 28	137	35	0.5
