fen	played_uci	coda_cp	opp_cp	dur	src
R7/7r/8/6k1/2K2n2/8/8/8 b - - 85 114	f4e6	41	0	4	runA150.pgn
1rq1r1k1/5p2/p2bB2p/2p3p1/PpP5/1Q4P1/1P1RPP1P/3R2K1 b - - 0 18	c8e6	-91	-51	15	runA150.pgn
1r2r1k1/5p2/p2Rq2p/2p3p1/PpP5/1Q4P1/1P2PP1P/3R2K1 b - - 0 19	e6e2	-93	-51	15	runA150.pgn
1r2r1k1/5p2/p2R3p/2p3p1/PpP5/3Q2P1/1P2qP1P/3R2K1 b - - 1 20	g8g7	-113	-61	15	runA150.pgn
4rr2/1b1q3k/1Bp3pp/1p1pRBn1/1PP5/2NP2P1/5P1P/2RQ2K1 b - - 0 21	g6f5	-106	-53	3	runA150.pgn
4Rr2/1b1q3k/1Bp4p/1p1p1pn1/1PP5/2NP2P1/5P1P/2RQ2K1 b - - 0 22	f8e8	-102	-47	3	runA150.pgn
4r3/1b1q3k/1Bp4p/1p1P1pn1/1P6/2NP2P1/5P1P/2RQ2K1 b - - 0 23	e8e1	-110	-40	3	runA150.pgn
7k/6p1/7p/3p4/1R6/5N2/4r1KP/8 w - - 2 33	g2g3	103	37	74	runA150.pgn
8/6pk/7p/3p4/1R6/5NK1/4r2P/8 w - - 4 34	b4d4	113	37	74	runA150.pgn
8/6pk/7p/3p4/3R4/5NK1/r6P/8 w - - 6 35	g3f4	124	37	74	runA150.pgn
r1bqk2r/ppppnpb1/n3p1pp/8/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 4 3	e8g8	-101	-54	3	runA150.pgn
r1bq1rk1/ppppnpb1/n3p1pp/8/2PP4/2N1PN2/PP2BPPP/R1BQ1RK1 b - - 6 4	b7b6	-101	-56	3	runA150.pgn
r1bq1rk1/p1ppnpb1/np2p1pp/8/2PP4/2N1PN2/PP2BPPP/R1BQR1K1 b - - 1 5	d7d6	-89	-45	3	runA150.pgn
3r4/3kb1B1/3p2p1/P1pP2pp/2b1N3/5P1P/6P1/3R2K1 w - - 0 35	g7f6	-68	-2	4	runA150.pgn
3r4/3k4/3p1bp1/P1pP2pp/2b1N3/5P1P/6P1/3R2K1 w - - 0 36	e4f6	-57	-13	4	runA150.pgn
3r4/2k5/3p1Np1/P1pP2pp/2b5/5P1P/6P1/3R2K1 w - - 1 37	d1e1	-59	-8	4	runA150.pgn
2b3r1/2q1bpk1/2p1p2p/r2p2p1/P1PQ4/4N1P1/1P3PBP/1R2R1K1 b - - 2 18	e7f6	59	9	2	runA150.pgn
2b3r1/2q2pk1/2p1pb1p/r2p2p1/P1P5/4N1P1/1P3PBP/1R1QR1K1 b - - 4 19	c7a7	78	8	2	runA150.pgn
2br4/r1q2pk1/3bp2p/2p3p1/PPPp4/3N2P1/3Q1PBP/1R2R1K1 b - - 0 28	a7a4	92	17	3	runA150.pgn
2br4/2q2pk1/3bp2p/2p3p1/rPPp3P/3N2P1/3Q1PB1/1R2R1K1 b - - 0 29	g5h4	67	24	3	runA150.pgn
2br4/2q2pk1/3bp2p/2p5/rPPp3p/3N2P1/5PB1/1R1QR1K1 b - - 1 30	a4a3	114	4	3	runA150.pgn
2br4/2q2p1k/3bp2p/2p5/1PPp3Q/r2N2P1/5PB1/1R2R1K1 b - - 0 32	c5b4	101	17	4	runA150.pgn
2br4/2q2p1k/3bp2p/2P5/1p1p3Q/r2N2P1/5PB1/1R2R1K1 b - - 0 33	d6e7	66	22	4	runA150.pgn
2br4/2q1bp1k/4p2p/2P4Q/1p1p4/r2N2P1/5PB1/1R2R1K1 b - - 2 34	e7g5	107	22	4	runA150.pgn
2b2k2/5p2/4pb1p/2q1N3/5P2/6P1/6BK/3Q4 b - - 5 44	f6e5	56	0	2	runA150.pgn
2bQ1k2/5p2/4p2p/2q1b3/5P2/6P1/6BK/8 b - - 1 45	f8g7	44	0	2	runA150.pgn
1k1q3r/1bpn4/1p5n/pP1Np2Q/2P1P3/6P1/P4PK1/R6R b - - 3 21	b7d5	0	-63	3	runA150.pgn
1k1q3r/2pn4/1p5n/pP1Pp2Q/4P3/6P1/P4PK1/R6R b - - 0 22	d8f6	0	-76	3	runA150.pgn
1k5r/2pn4/1p3q1n/pP1Pp2Q/4P2R/6P1/P4PK1/R7 b - - 2 23	d7c5	0	-82	3	runA150.pgn
8/k1p5/1p6/pP2p2q/4P1R1/6P1/P7/3Qn1K1 b - - 5 34	h5h3	-252	-142	5	runA150.pgn
8/k1p5/1p6/pP2p3/4P1R1/6Pq/P4K2/3Qn3 b - - 7 35	e1d3	-268	-137	5	runA150.pgn
8/k1p5/1p6/pP2p3/4P1R1/3n2Pq/P7/3Q2K1 b - - 9 36	d3e1	-264	-151	5	runA150.pgn
2r3k1/p3qp2/1p2r1pp/3Q1n2/PP4N1/2P4P/5PP1/R2R2K1 w - - 1 26	a1c1	74	24	19	runA150.pgn
2r3k1/p3qp2/1p2r1p1/3Q1n1p/PP4N1/2P4P/5PP1/2RR2K1 w - - 0 27	g4h2	95	26	19	runA150.pgn
2r3k1/p3qp2/1p1r2p1/3Q1n1p/PP6/2P4P/5PPN/2RR2K1 w - - 2 28	d5b3	101	20	19	runA150.pgn
2rr2k1/5pp1/1q2b2p/p2n4/8/1PR1PN1P/PQ2B1P1/2R3K1 w - - 3 24	c3c8	74	4	5	runA150.pgn
2Rr2k1/5pp1/4b2p/p2n4/8/1P2qN1P/PQ2B1P1/2R3K1 w - - 0 25	g1h2	56	5	5	runA150.pgn
2r3k1/5pp1/4b2p/p2n4/8/1P2qN1P/PQ2B1PK/2R5 w - - 0 26	c1c8	56	3	5	runA150.pgn
r2qkb1r/pp3ppp/2pp1n2/3P1b2/PnP1p3/N3P3/1P1NBPPP/R1BQK2R b KQkq - 0 5	c6d5	134	50	2	runA150.pgn
r2qkb1r/pp3ppp/3p1n2/3p1b2/PnP1p3/NQ2P3/1P1NBPPP/R1B1K2R b KQkq - 1 6	a7a5	114	62	2	runA150.pgn
r1r3k1/1p1qbppp/3p1n2/p2P4/Pn2p3/1QN1P3/1P1N1PPP/R1B2RK1 b - - 3 12	d7f5	189	79	12	runA150.pgn
r1r3k1/1p2bppp/3p1n2/p2P1q2/Pn2p3/1QN1P2P/1P1N1PP1/R1B2RK1 b - - 0 13	h7h6	152	81	12	runA150.pgn
r1r3k1/1p2bpp1/3p1n1p/p2P1q2/Pn2p3/1QN1PP1P/1P1N2P1/R1B2RK1 b - - 0 14	e4f3	140	89	12	runA150.pgn
r3k2r/pp1qbpp1/2n2n2/3pp2p/2P4P/1P1QP1N1/PB3PP1/RN3RK1 b kq - 0 10	a8d8	61	17	3	runA150.pgn
3rk2r/pp1qbpp1/2n2n2/3pp2p/2P4P/1PNQP1N1/PB3PP1/R4RK1 b k - 2 11	d5d4	95	7	3	runA150.pgn
3rk2r/pp1qbpp1/2n2n2/4p2p/2PP3P/1PNQ2N1/PB3PP1/R4RK1 b k - 0 12	e5d4	73	7	3	runA150.pgn
r5k1/5p1p/5n2/P2p2p1/3P4/6nP/P5B1/R1B3K1 w - - 0 27	c1g5	121	70	39	runA150.pgn
r5k1/5p1p/8/P2p2B1/3Pn3/6nP/P5B1/R5K1 w - - 1 28	g5e7	153	69	39	runA150.pgn
6k1/4Bp1p/8/r2p4/3Pn3/6nP/P5B1/R5K1 w - - 0 29	a2a4	170	74	39	runA150.pgn
r7/1k3p2/8/2BK3p/8/8/8/2R5 w - - 4 67	c1f1	86	34	22	runA150.pgn
3r4/1k3p2/8/2BK3p/8/8/8/5R2 w - - 6 68	c5d6	100	36	22	runA150.pgn
2r5/1k3p2/3B4/3K3p/8/8/8/5R2 w - - 8 69	f1b1	91	30	22	runA150.pgn
rn3k1r/1pbb1pp1/p2Np3/2P5/5Pp1/6Pq/PPQ1B2P/R2R1NK1 b - f3 0 16	d7c6	0	-48	2	runA150.pgn
rn3k1r/1pb2pp1/p1bNp3/2P5/5Pp1/3B2Pq/PPQ4P/R2R1NK1 b - - 2 17	c6f3	10	-56	2	runA150.pgn
1r1qr1k1/1p1n1pp1/p6p/3P4/P1PNp3/7P/1Q3PP1/R1R3K1 w - - 2 24	d4f5	44	-17	2	runA150.pgn
1r2r1k1/1p1n1pp1/p6p/3P1Nq1/P1P1p3/7P/1Q3PP1/R1R3K1 w - - 4 25	f5d6	51	-13	2	runA150.pgn
r1b1kb1r/2qn1pp1/2pp1n1p/p3p3/N2PP2P/1P3NP1/1BP1QP2/2KR1B1R b kq - 0 8	c8a6	-136	-76	2	runA150.pgn
r3kb1r/2qn1pp1/b1pp1n1p/p3p3/N2PP2P/1P2QNP1/1BP2P2/2KR1B1R b kq - 2 9	a6b5	-124	-71	2	runA150.pgn
r2qk2r/1p5p/p1b1pbp1/2Pp1n2/P2N1P2/1PP5/6PP/RNBQK2R w KQkq - 2 10	e1g1	71	17	4	runA150.pgn
r3k2r/1p2q2p/p1b1pbp1/2Pp1n2/P2N1P2/1PP5/6PP/RNBQ1RK1 w kq - 4 11	b3b4	64	23	4	runA150.pgn
r4rk1/1p2q2p/p1b1pbp1/2Pp1n2/PP1N1P2/2P5/6PP/RNBQ1RK1 w - - 1 12	f1e1	74	18	4	runA150.pgn
8/2nB4/1p4k1/p1p2p1p/P4P1P/1P4P1/1K6/8 w - - 54 66	d7c6	79	0	4	runA150.pgn
8/2n5/1pB4k/p1p2p1p/P4P1P/1P4P1/1K6/8 w - - 56 67	b2c3	89	0	4	runA150.pgn
8/2n3k1/1pB5/p1p2p1p/P4P1P/1PK3P1/8/8 w - - 58 68	c6f3	44	0	4	runA150.pgn
8/2n3k1/1pB5/p1p2p1p/P4P1P/1P4P1/2K5/8 w - - 76 77	c6d7	73	0	6	runA150.pgn
8/2nB4/1p3k2/p1p2p1p/P4P1P/1P4P1/2K5/8 w - - 78 78	c2d2	113	0	6	runA150.pgn
8/2nB4/1p4k1/p1p2p1p/P4P1P/1P4P1/3K4/8 w - - 80 79	d2c3	57	0	6	runA150.pgn
r1b1r1k1/ppq1bppp/3p4/2npPB2/3N1P2/4B3/PPP1Q1PP/R4R1K b - - 2 11	e7f8	-55	-1	2	runA150.pgn
r1b1rbk1/ppq2ppp/3p4/2npPB2/1P1N1P2/4B3/P1P1Q1PP/R4R1K b - - 0 12	c5a6	-80	-25	2	runA150.pgn
r4rk1/pb1p2pp/np6/2pq4/P3P3/2P2N1P/4QPP1/R1B1R1K1 b - - 0 14	d5h5	-97	-40	3	runA150.pgn
r4rk1/pb1p2pp/np6/P1p4q/4P3/2P2N1P/4QPP1/R1B1R1K1 b - - 0 15	a6c7	-106	-28	3	runA150.pgn
r4rk1/pbnp2pp/1P6/2p4q/4P3/2P2N1P/4QPP1/R1B1R1K1 b - - 0 16	a7b6	-79	-34	3	runA150.pgn
r1bqkb1r/pp2np1p/2p2np1/3P4/3Pp3/P1N1P3/1PQN1PPP/R1B1KB1R b KQkq - 0 6	c6d5	96	39	4	runA150.pgn
r1bqkb1r/pp2np1p/5np1/3p4/3Pp3/P1N1PP2/1PQN2PP/R1B1KB1R b KQkq - 0 7	e4f3	92	28	4	runA150.pgn
r1bqkb1r/pp2np1p/5np1/1B1p4/3P4/P1N1Pp2/1PQN2PP/R1B1K2R b KQkq - 1 8	c8d7	88	43	4	runA150.pgn
r4k2/pp2Q3/1nn1pbp1/3pp1P1/4bP1N/2N5/PP1B4/R3KB2 b Q - 0 22	f6e7	102	30	35	runA150.pgn
r4k2/pp2b3/1nn1p1p1/3pp1P1/4NP1N/8/PP1B4/R3KB2 b Q - 0 23	d5e4	88	30	35	runA150.pgn
r4k2/pp2b3/1nn1p1p1/4p1P1/4pP1N/8/PP1B2B1/R3K3 b Q - 1 24	e5f4	74	30	35	runA150.pgn
8/8/8/8/2k5/8/R2br3/1K6 b - - 69 118	c4d3	71	26	8	runA150.pgn
8/8/8/8/8/3k4/RK1br3/8 b - - 71 119	d2c3	76	12	8	runA150.pgn
8/8/8/8/8/1Kbk4/R3r3/8 b - - 73 120	e2e5	51	4	8	runA150.pgn
r1bq1rk1/p2pbppp/np6/2pp4/P3PPn1/1P3N2/2P1B1PP/RNBQ1RK1 w - - 0 6	e4d5	157	80	3	runA150.pgn
r1bq1rk1/p3bppp/np1p4/2pP4/P4Pn1/1P3N2/2P1B1PP/RNBQ1RK1 w - - 0 7	h2h3	108	66	3	runA150.pgn
r1bq1rk1/p3bppp/np1p1n2/2pP4/P4P2/1P3N1P/2P1B1P1/RNBQ1RK1 w - - 1 8	e2a6	110	70	3	runA150.pgn
3Q4/5pk1/p1p5/1q5p/5bpP/4R1P1/6RK/3r4 w - - 0 59	d8d1	-79	0	2	runA150.pgn
8/5pk1/p1p5/1q5p/6pP/4b1P1/6RK/3Q4 w - - 0 60	d1a1	-56	0	2	runA150.pgn
4r1k1/2pq1p2/1p4pb/p2n4/P5bP/1QP2NP1/1P3PB1/3R2K1 b - - 1 19	c7c6	57	0	3	runA150.pgn
4r1k1/3q1p2/1pp3pb/p2n4/P1P3bP/1Q3NP1/1P3PB1/3R2K1 b - - 0 20	h6f8	26	-21	3	runA150.pgn
4rbk1/3q1p2/1pp3p1/p2P4/P5bP/1Q3NP1/1P3PB1/3R2K1 b - - 0 21	f8c5	21	-28	3	runA150.pgn
4r1k1/2p2pp1/p4n1p/3PP3/5p2/P1Q2BqP/3NR3/5K2 b - - 2 42	g3h3	-163	-82	2	runA150.pgn
4r1k1/2p2pp1/p4n1p/3PP3/5p2/P1Q2B1q/3NR3/4K3 b - - 1 43	f6g4	-129	-76	2	runA150.pgn
r5k1/1p4p1/8/3pB3/p2P2P1/3B3p/1P3r2/2KR4 w - - 0 27	c1b1	-155	-202	2	runA150.pgn
r5k1/1p4p1/8/3pB3/3P2P1/p2B3p/1P3r2/1K1R4 w - - 0 28	b2a3	-123	-214	2	runA150.pgn
rnbq1rk1/p3bppp/4pn2/2pPN3/8/6P1/P2PPPBP/RNBQK2R b KQ - 0 5	e6d5	38	-3	2	runA150.pgn
rnbq1rk1/p3bppp/5n2/2ppN3/8/6P1/P2PPPBP/RNBQ1RK1 b - - 1 6	d8c7	34	-8	2	runA150.pgn
6k1/2r5/5p1p/R1p5/2r1pPK1/4P2P/8/4R3 b - - 1 45	c4b4	40	0	2	runA150.pgn
6k1/2r5/5p1p/R1p2K2/1r2pP2/4P2P/8/4R3 b - - 3 46	c5c4	48	0	2	runA150.pgn
6k1/5pb1/3p1np1/4p1Bp/1q2P3/2NP3P/2Q2PP1/6K1 w - - 7 28	g2g3	62	11	6	runA150.pgn
6k1/5pbn/3p2p1/4p1Bp/1q2P3/2NP2PP/2Q2P2/6K1 w - - 1 29	h3h4	69	0	6	runA150.pgn
6k1/5pb1/3p2p1/4p1np/1q2P2P/2NP2P1/2Q2P2/6K1 w - - 0 30	h4g5	62	1	6	runA150.pgn
r2q2k1/pp3pp1/2bbr2p/3p4/3Bn3/1PPB1N1P/P1Q2PP1/R3R1K1 w - - 10 14	e1e3	71	18	2	runA150.pgn
r2q2k1/pp3pp1/2b1r2p/3p4/3Bnb2/1PPBRN1P/P1Q2PP1/R5K1 w - - 12 15	e3e2	65	23	2	runA150.pgn
r5k1/ppb2pp1/2bqr2p/3p4/3Bn3/1PPB1N1P/P1Q1RPP1/4R1K1 w - - 16 17	c3c4	106	35	2	runA150.pgn
r5k1/ppb2pp1/2bqr2p/3p2n1/2PB4/1P1B1N1P/P1Q1RPP1/4R1K1 w - - 1 18	f3e5	102	42	2	runA150.pgn
3r2k1/ppb2pp1/2bqr2p/4N1n1/2QB4/1P1B3P/P3RPP1/4R1K1 w - - 1 20	d4c3	93	46	48	runA150.pgn
3r2k1/ppb2pp1/3qr2p/3bN1n1/2Q5/1PBB3P/P3RPP1/4R1K1 w - - 3 21	c4g4	160	33	48	runA150.pgn
3r2k1/ppb2pp1/4r2p/2qbN1n1/6Q1/1PBB3P/P3RPP1/4R1K1 w - - 5 22	c3b4	180	69	48	runA150.pgn
2krr3/pp3Q2/2n3p1/4q3/7p/1P5P/P4PP1/R4RKN b - - 1 19	c6d4	37	-6	2	runA150.pgn
2krr3/pp3Q2/6p1/4q3/3n1P1p/1P5P/P5P1/R4RKN b - - 0 20	e5f5	25	-18	2	runA150.pgn
3r4/kp6/p3R1p1/4Q3/3q1P1p/1P4nP/P4NP1/6K1 b - - 8 30	d4d2	48	0	2	runA150.pgn
3r4/kp6/p3R1p1/2Q5/5P1p/1P4nP/P2q1NP1/6K1 b - - 10 31	a7b8	87	0	2	runA150.pgn
r2r2k1/1qp1b1p1/3pp2p/p4p2/Pn1PPBQP/2N3P1/1P3PK1/R1R5 w - - 0 20	g4g6	96	-28	4	runA150.pgn
r2r2k1/1qp3p1/3ppbQp/p4p2/Pn1PPB1P/2N3P1/1P3PK1/R1R5 w - - 2 21	f4h6	85	-34	4	runA150.pgn
r2r2k1/1q4p1/3ppbQB/p1p2p2/Pn1PP2P/2N3P1/1P3PK1/R1R5 w - - 0 22	d4c5	84	-59	4	runA150.pgn
rnbqk1nr/2p2pp1/1p1pp2p/p7/3N4/P2PP2P/P1PB1PP1/R2QKB1R b KQkq - 1 4	c8b7	60	16	2	runA150.pgn
rn1qk1nr/1bp2pp1/1p1pp2p/p7/3NP3/P2P3P/P1PB1PP1/R2QKB1R b KQkq - 0 5	b8d7	44	1	2	runA150.pgn
3q1r2/r3n1pk/bpp1p2p/p1n2P1B/2Pp1P2/P2P2QP/P2B1NP1/1R2R1K1 b - - 0 19	e6f5	42	-13	3	runA150.pgn
3q1r2/r3n1pk/bpp4p/p1n2p1B/2Pp1P1Q/P2P3P/P2B1NP1/1R2R1K1 b - - 1 20	a6c8	56	-16	3	runA150.pgn
2bq1r2/r3n1pk/1pp4p/p1n1Rp1B/2Pp1P1Q/P2P3P/P2B1NP1/1R4K1 b - - 3 21	c8e6	81	-10	3	runA150.pgn
rnbq1rk1/1pp1ppbp/3p1np1/8/3PPB2/pPN2N2/P1PQ1PPP/R3KB1R w KQ - 3 5	a1d1	57	14	2	runA150.pgn
rnbq1rk1/1p2ppbp/2pp1np1/8/3PPB2/pPN2N2/P1PQ1PPP/3RKB1R w K - 0 6	h2h3	75	8	2	runA150.pgn
2r2k2/4p1bp/b4np1/2B1p3/7P/pPN3P1/P2N1P2/3KR3 w - - 1 28	d2e4	77	18	8	runA150.pgn
3r1k2/4p1bp/b4np1/2B1p3/4N2P/pPN3P1/P4P2/3KR3 w - - 3 29	d1c1	69	17	8	runA150.pgn
3r1k2/4p2p/b4npb/2B1p3/4N2P/pPN3P1/P4P2/2K1R3 w - - 5 30	c5e3	61	13	8	runA150.pgn
r2r2k1/ppbn1pp1/q6p/P1pBp2n/4P2N/2P2Q1P/5PP1/2BR1RK1 b - - 5 22	d7f6	-72	-24	3	runA150.pgn
r2r2k1/ppb2pp1/q4n1p/P1pBpN1n/4P3/2P2Q1P/5PP1/2BR1RK1 b - - 7 23	h5f4	-80	-30	3	runA150.pgn
r2r2k1/ppb2pp1/q4n1p/P1pBpN2/2P1Pn2/5Q1P/5PP1/2BR1RK1 b - - 0 24	f6d5	-78	-31	3	runA150.pgn
4R3/8/5p2/5k2/1n3P2/2r3PP/6K1/8 b - - 42 53	b4d5	149	35	10	runA150.pgn
R7/8/5p2/3n1k2/5P2/2r3PP/6K1/8 b - - 44 54	d5e3	118	21	10	runA150.pgn
R7/8/5p2/5k2/5P2/2r1n1PP/5K2/8 b - - 46 55	e3d1	138	18	10	runA150.pgn
q4rk1/3b2b1/1p1p1npp/2pPpn2/2P5/2N2NPP/1P3PB1/2BQR1K1 w - - 0 13	f3d2	86	23	30	runA150.pgn
5rk1/3b2b1/qp1p1npp/2pPpn2/2P5/2N3PP/1P1N1PB1/2BQR1K1 w - - 2 14	b2b3	95	17	30	runA150.pgn
5rk1/3b2b1/q2p1npp/1ppPpn2/2P5/1PN3PP/3N1PB1/2BQR1K1 w - - 0 15	c3b5	80	30	30	runA150.pgn
1k1r1b1r/ppq5/2n1bp2/2pnp1pp/4N3/P2PPPP1/1P1BQNBP/1R3RK1 b - - 2 12	f8e7	118	66	20	runA150.pgn
1k1r3r/ppq1b3/2n1bp2/2pnp1pp/4N3/P2PPPP1/1P1BQNBP/1RR3K1 b - - 4 13	c7b6	122	71	20	runA150.pgn
1k1r3r/pp2b3/1qn1bp2/2pnp1pp/4N1P1/P2PPP2/1P1BQNBP/1RR3K1 b - - 0 14	f6f5	132	43	20	runA150.pgn
b2r1r2/3n2pk/1p2pq1p/pQ1n1p2/N2N4/P3P2P/1P3PP1/2RR1BK1 b - - 11 19	f6f7	-100	-44	3	runA150.pgn
b2r1r2/3n1qpk/1p2p2p/pQ1n1p2/3N4/P1N1P2P/1P3PP1/2RR1BK1 b - - 13 20	d5c3	-78	-32	3	runA150.pgn
b2r1r2/3n1qpk/1p2p2p/pQ3p2/3N4/P1R1P2P/1P3PP1/3R1BK1 b - - 0 21	d7c5	-106	-20	3	runA150.pgn
r1r3k1/pq3pp1/1p1Bb2p/3nP3/P1B4P/3Qp1P1/P4P1K/1RR5 b - - 1 26	e3f2	85	21	5	runA150.pgn
r1r3k1/pq3pp1/Bp1Bb2p/3nP3/P6P/3Q2P1/P4p1K/1RR5 b - - 1 27	c8c1	67	21	5	runA150.pgn
r5k1/pB3pp1/1p1Bb2p/3nP3/P6P/3Q2P1/P4p1K/1Rr5 b - - 0 28	f2f1q	68	12	5	runA150.pgn
5k2/1R6/1p6/1B3pp1/P7/6P1/br6/4K3 b - - 21 56	b2g2	75	1	17	runA150.pgn
5k2/1R1B4/1p6/5pp1/P7/6P1/b5r1/4K3 b - - 23 57	g2g3	47	2	17	runA150.pgn
5k2/1R6/1p6/5Bp1/P7/6r1/b7/4K3 b - - 0 58	g3b3	49	2	17	runA150.pgn
r2q1rk1/1p1b2b1/2np3p/pNp2pp1/PnP5/2BP2P1/1PN1P1BP/R1Q2RK1 b - - 3 15	d8e7	52	-11	2	runA150.pgn
r4rk1/1p1bq1b1/2np3p/pNp2pp1/PnP5/2BP2P1/1PNQP1BP/R4RK1 b - - 5 16	b4c2	35	-12	2	runA150.pgn
r1bqk1nr/1ppp1ppp/p1n2b2/8/3NP3/5B2/PPP2PPP/RNBQK2R w KQkq - 1 3	d4c6	118	48	6	runA150.pgn
r1bqk1nr/2pp1ppp/p1p2b2/8/4P3/5B2/PPP2PPP/RNBQK2R w KQkq - 0 4	d1e2	104	45	6	runA150.pgn
r1b1k1nr/2ppqppp/p1p2b2/8/4P3/5B2/PPP1QPPP/RNB1K2R w KQkq - 2 5	e1g1	113	54	6	runA150.pgn
8/2p2ppk/2Rb3p/5P2/1rP3K1/8/8/2R5 w - - 3 36	c1e1	-69	-13	2	runA150.pgn
8/2p2ppk/2Rb3p/5P2/2P3K1/1r6/8/4R3 w - - 5 37	c4c5	-45	-5	2	runA150.pgn
1r1qkbnr/2pp2pp/b3p3/3n1p2/3P4/1P6/PB1NPPPP/R2QKBNR w KQk - 2 6	g1f3	77	23	5	runA150.pgn
1r1qk1nr/2pp2pp/b3p3/3n1p2/1b1P4/1P3N2/PB1NPPPP/R2QKB1R w KQk - 4 7	g2g3	75	1	5	runA150.pgn
1r1qk2r/2pp2pp/b3pn2/3n1p2/1b1P4/1P3NP1/PB1NPP1P/R2QKB1R w KQk - 1 8	a2a3	56	-5	5	runA150.pgn
2rnr1k1/p2qb1pp/1pb1pp2/3p1n2/2PP3P/PP3NPB/1B1NQP2/R3R1K1 w - - 5 14	g3g4	73	25	3	runA150.pgn
2rnr1k1/p2qb1pp/1pbnpp2/3p4/2PP2PP/PP3N1B/1B1NQP2/R3R1K1 w - - 1 15	g4g5	96	21	3	runA150.pgn
2rnrbk1/p2q2pp/1pbnpp2/3p2P1/2PP3P/PP3N1B/1B1NQP2/R3R1K1 w - - 1 16	a3a4	72	8	3	runA150.pgn
2br1r1k/3q4/1p5p/p1p1b1pP/P2pBn1N/3P4/1P1B1PPQ/2R1R1K1 w - - 2 27	d2f4	76	10	3	runA150.pgn
2br1r1k/3q4/1p5p/p1p3pP/P2pBb1N/3P4/1P3PPQ/2R1R1K1 w - - 0 28	h4g6	66	-1	3	runA150.pgn
2br1rk1/3q4/1p4Np/p1p3pP/P2pBb2/3P4/1P3PPQ/2R1R1K1 w - - 2 29	g6f4	41	-1	3	runA150.pgn
r3k2r/1bpqbn1p/pp2p1p1/4Pp2/PnBP4/2N1BN2/1PP1Q1PP/R4RK1 w kq - 4 11	a1d1	112	47	5	runA150.pgn
r4rk1/1bpqbn1p/pp2p1p1/4Pp2/PnBP4/2N1BN2/1PP1Q1PP/3R1RK1 w - - 6 12	c4b3	121	53	5	runA150.pgn
3r1rk1/1bpqbn1p/pp2p1p1/4Pp2/Pn1P4/1BN1BN2/1PP1Q1PP/3R1RK1 w - - 8 13	h2h4	115	11	5	runA150.pgn
rn1qkb1r/1ppbp1pp/p2p1n2/5p2/P2P4/NP3NP1/2P1PP1P/R1BQKB1R b KQkq - 0 2	e7e5	65	-31	3	runA150.pgn
rn1qkb1r/1ppb2pp/p2p1n2/4Pp2/P7/NP3NP1/2P1PP1P/R1BQKB1R b KQkq - 0 3	d6e5	76	-28	3	runA150.pgn
rn1qkb1r/1ppb2pp/p4n2/4Np2/P7/NP4P1/2P1PP1P/R1BQKB1R b KQkq - 0 4	f6e4	33	-14	3	runA150.pgn
r3rbk1/2n2pp1/2bpq2p/1p6/1PpNP3/6PP/2Q1PPBK/BR1R4 b - - 4 33	e6d7	-119	-55	3	runA150.pgn
r3rbk1/2nq1pp1/2Np3p/1p6/1Pp1P3/6PP/2Q1PPBK/BR1R4 b - - 0 34	d7c6	-92	-48	3	runA150.pgn
r3rbk1/2n2pp1/2qp3p/1p6/1Pp1P2P/6P1/2Q1PPBK/BR1R4 b - - 0 35	a8a3	-88	-47	3	runA150.pgn
r2q1rk1/2p1bppp/np2p3/pN1p1n2/P4P2/1PP1PN2/2QP2PP/R1B1K2R b KQ - 1 7	c7c6	87	27	6	runA150.pgn
r2q1rk1/4bppp/npp1p3/p2p1n2/P2N1P2/1PP1PN2/2QP2PP/R1B1K2R b KQ - 1 8	f5d4	75	27	6	runA150.pgn
r2q1rk1/4bppp/npp1p3/p2p4/P2N1P2/1PP1P3/2QP2PP/R1B1K2R b KQ - 0 9	c6c5	72	24	6	runA150.pgn
2r3k1/3q1pp1/1p1rp2p/pR3P2/P1pNn3/2P1P3/Q2P2PP/5RK1 b - - 0 23	c8c5	65	19	3	runA150.pgn
6k1/3q1pp1/1p1rp2p/p1R2P2/P1pNn3/2P1P3/Q2P2PP/5RK1 b - - 0 24	b6c5	67	10	3	runA150.pgn
6k1/3q1pp1/3rP2p/p1p5/P1pNn3/2P1P3/Q2P2PP/5RK1 b - - 0 25	f7e6	52	9	3	runA150.pgn
r1b1k2r/pp2b1pp/2n1pn2/1Bpp1p2/3P1BP1/2q1PN1P/P1PN1P2/1R1QK2R w Kkq - 2 8	f3e5	187	87	4	runA150.pgn
r3k2r/pp1bb1pp/2n1pn2/1BppNp2/3P1BP1/2q1P2P/P1PN1P2/1R1QK2R w Kkq - 4 9	g4f5	198	91	4	runA150.pgn
r3k2r/pp1bb1pp/2n2n2/1BppNp2/3P1B2/2q1P2P/P1PN1P2/1R1QK2R w Kkq - 0 10	e5d7	233	73	4	runA150.pgn
3r2k1/1pp2pp1/2nqb2p/pr6/3pPP2/1P1P2PP/P4QB1/B1R1R1K1 b - - 2 18	c6b4	103	30	4	runA150.pgn
3r2k1/1pp2pp1/3qb2p/pr6/1n1pPP2/1P1P2PP/P4QB1/B2RR1K1 b - - 4 19	f7f6	88	24	4	runA150.pgn
3r2k1/1pp3p1/3qbp1p/pr6/1n1pPP2/1P1P2PP/P2R1QB1/B3R1K1 b - - 1 20	c7c5	84	31	4	runA150.pgn
