engine	set	fen	static	v4	v6	v8	v10	v12	v14
sf17	neutral	r5k1/2pR1p2/2p3pp/P3Q3/2b1P2P/6PB/4qP2/6K1 w - - 2 29	152	168	89	157	149	135	117
sf17	neutral	8/1R1N4/4pp2/3n1kp1/4r2p/6P1/5PKP/8 w - - 0 37	-96	-116	-142	-123	-122	-120	-114
sf17	neutral	4R3/8/3k4/6K1/8/8/r7/8 b - - 5 72	16	23	9	6	29	0	0
sf17	neutral	rr4k1/2pqbpp1/p1p1p1np/8/1PPP1PP1/3NB2P/R2Q4/5RK1 w - - 5 23	12	-13	11	2	-22	-35	-33
sf17	neutral	8/5pk1/3Q4/4P1p1/7p/5PqP/6P1/7K b - - 16 48	14	-7	-1	0	0	0	0
sf17	neutral	8/3B4/1p3k2/8/2KP2P1/p3b3/P7/8 b - - 8 53	-13	-21	-79	-75	-76	-47	-61
sf17	neutral	8/8/8/R5p1/5k1p/6rP/6PK/8 w - - 16 47	3	3	11	18	16	0	-3
sf17	neutral	4k3/3p4/brp1pn2/R7/1P1P1pp1/PQ2n1P1/1B1NPP2/4KBq1 w - - 2 23	-167	-176	-176	-179	-107	-129	-176
sf17	neutral	r1b2rk1/ppq2pbp/n2p1np1/P2Pp3/8/2N2N2/1PP1BPPP/R1BQK2R b KQ - 0 7	31	42	23	-8	-16	-19	-29
sf17	neutral	3n3k/p6p/8/2qp4/P5B1/2b2N1Q/5P1K/8 w - - 0 34	7	46	25	12	-3	0	0
sf17	neutral	3r2bk/8/1pRr2Bp/p5pP/P1P5/3p1P2/3R2P1/6K1 w - - 4 45	28	-17	-2	1	0	0	0
sf17	neutral	r3r1k1/p2b1pbp/1p3n1q/P1pP2p1/2P1p1Pn/2N1P2P/3NBP2/BR1Q2KR b - - 0 19	-28	-32	-89	-63	-45	-68	-44
sf17	neutral	rn1qkbnr/1p2pp2/p1p3pp/3p1b2/2PP4/BPN2NP1/P3PP1P/R2QKB1R b KQkq - 2 3	-28	63	-18	-60	-50	-46	-61
sf17	neutral	R7/8/1k3p2/1p3N2/4n1K1/2P3P1/P4r2/8 w - - 5 48	17	21	7	8	3	0	3
sf17	neutral	8/6kp/3Q2p1/5p2/P6q/1P3R2/4r1P1/7K w - - 0 33	None	-41	-19	11	0	0	0
sf17	neutral	1n3r1k/2pbq1pp/p7/3Qbp2/P3n3/NP4P1/2P1PPBP/1RB2K1R b - - 4 11	-91	-122	-79	-54	-111	54	69
sf17	neutral	2rqrbk1/p2n1pp1/3pb2p/np1N4/1Pp1P3/P1Q3PP/3NPPBK/BR3R2 b - - 0 19	-89	-44	-102	-73	-73	-79	-70
sf17	neutral	r1b1kbnr/ppp2qpp/3pn3/1P2pp2/2P5/2N1P2P/P1QP1PP1/R1B1KBNR w KQkq - 3 6	8	50	34	26	18	8	-2
sf17	neutral	2k1r2r/p1p1q1p1/Ppb4n/4bp1p/8/2N4P/2QBNPP1/R3KB1R w KQ - 0 18	8	213	150	127	157	81	42
sf17	neutral	R7/6pk/7p/2pK4/6P1/p1P1PNn1/3P4/r7 b - - 0 40	-9	81	-4	-20	0	0	0
sf17	neutral	r6k/5R1p/4B1p1/3P3n/8/5P2/5K2/8 w - - 0 44	65	196	136	133	156	193	220
sf17	neutral	r2qr1k1/1pp2pp1/2n1bn1p/p7/3p4/1P1P1NPP/PB2PPB1/2RQ1RK1 b - - 2 10	3	-2	26	42	31	29	15
sf17	neutral	rn3rk1/4qbbp/2pp1np1/p4p2/1PPNp3/P3P1PP/1BQ1NPB1/R4RK1 w - - 2 16	17	42	50	25	16	17	27
sf17	neutral	7R/8/3k4/8/5r2/2K5/8/3B4 w - - 23 111	-4	32	33	51	16	16	16
sf17	neutral	8/p1k3p1/1p4P1/1K1B4/PP5b/8/6P1/8 b - - 4 48	22	1	7	0	-2	-3	-3
sf17	neutral	r2qkb1r/1b1n2pp/1p3p2/p1ppp3/3Pn2P/P1P1P2N/1P2BPPB/RN1QK2R b KQkq - 1 7	-13	-18	8	-4	-11	-35	-30
sf17	neutral	6k1/5pb1/1p5p/p1n1PPp1/1p1r2Pn/7P/P2P4/4RRKB w - - 0 25	-316	-95	-143	-88	-104	-36	0
sf17	neutral	rnbqkbnr/5pp1/pp2p2p/2ppP3/3P4/2PQ4/PP2BPPP/RNB1K1NR b KQkq - 0 3	-21	-7	0	-27	-36	-30	-48
sf17	neutral	8/p1k5/3q2p1/3PQ3/5Pp1/6K1/8/8 w - - 5 42	13	12	12	10	0	-2	0
sf17	neutral	r2qk1nr/1b1p1ppp/ppnbp3/2p5/2P1PP2/3P1N2/PP1BB1PP/RN1QK2R w KQkq - 2 4	-1	35	20	3	-7	-21	-22
sf17	neutral	2rqr1k1/1b1n1ppp/1pp1pn2/p2p4/PbP1P3/1P1P1NPP/1BQN1PB1/2R2RK1 b - - 0 11	1	29	62	66	30	26	25
sf17	neutral	8/8/8/r5k1/7R/8/5K2/8 w - - 16 65	13	-13	0	1	0	-4	-5
sf17	neutral	8/r7/8/5pk1/6pp/3N3P/4B1P1/4K3 b - - 45 74	9	29	20	11	10	0	0
sf17	neutral	r6r/2p1nk2/4b1p1/P3Pp2/1p2pP2/1P2P1P1/2KN1R2/R4B2 b - - 2 27	22	25	-6	-85	-100	-73	-30
sf17	neutral	8/8/1p4k1/7R/1r5P/5P2/8/5K2 w - - 1 41	8	-3	-1	3	-2	8	5
sf17	neutral	8/6k1/2Pp4/8/6p1/6R1/r7/7K w - - 0 57	24	12	12	1	-3	-7	-2
sf17	neutral	8/8/8/8/Pppk4/7R/1KP5/6r1 b - - 9 55	12	31	3	4	4	5	0
sf17	neutral	8/8/b1k2p1p/p1p1p2P/P3P3/1PP1KP1B/8/8 w - - 7 37	22	9	29	1	0	0	-1
sf17	neutral	r1bqk2r/pp1nbpp1/2pp1n1p/4p3/4P3/2NP2P1/PPPBQP1P/R3KBNR w KQkq - 2 4	-2	26	-22	-21	-6	-12	-30
sf17	neutral	2rq1r1k/6p1/1p2Q2p/p1bN4/5B2/PP4P1/4PnKP/R4R2 b - - 6 19	-5	191	-30	58	0	0	0
sf17	neutral	2k5/3b2R1/3P4/1p2B3/p1r5/P3K2p/1P5P/8 w - - 30 93	53	48	53	64	52	15	1
sf17	neutral	8/3k4/2p5/2P2K2/3P1R2/8/4r3/8 w - - 7 46	9	0	14	17	16	6	33
sf17	neutral	8/p7/2k2r2/2p2P2/Pp5r/1P6/2P4R/1K5R b - - 0 33	-43	-3	2	-5	13	2	1
sf17	neutral	8/8/5k1p/5p2/R4PPK/5r1P/8/8 w - - 32 60	17	32	29	18	13	17	11
sf17	neutral	8/8/8/2b1k3/6p1/8/4K3/5R2 b - - 2 80	15	14	25	6	-3	-14	-11
sf17	neutral	8/8/3p4/3k4/7p/2Q4P/1r1r2P1/7K b - - 6 48	42	20	16	11	3	1	0
sf17	neutral	rr4k1/4p1b1/3p2p1/3P1b2/p3pPP1/Q3P1K1/Pq1NB3/2R2R2 w - - 3 24	-19	-69	-58	-20	16	0	0
sf17	neutral	6k1/p3qp1p/2p1b1p1/2p5/2P1P3/QB5P/P4PP1/6K1 w - - 2 29	40	14	-7	-9	-23	-26	-15
sf17	neutral	8/4k3/p5B1/1P2P3/1Rpn2P1/2R5/b6r/4K3 b - - 0 42	-122	-43	-30	-11	31	-36	-16
sf17	neutral	r2q1rk1/pb2ppbp/1pn2np1/3p4/1P1P4/P3PNP1/3N1PBP/R1BQ1RK1 b - - 2 7	3	15	-3	0	-12	-2	5
sf17	neutral	8/4b1k1/1p6/2r3PR/6K1/6P1/8/3B4 w - - 5 43	13	9	25	13	8	8	7
sf17	neutral	r1bq1rk1/ppp1b1pp/2nppn2/5p2/P1NP4/5NP1/1PP1PPBP/R1BQK2R w KQ - 3 4	0	3	14	-2	-20	-17	-1
sf17	neutral	1K6/P7/1Q6/3q3p/8/8/7k/8 b - - 22 100	-12	-2	-22	0	-28	-29	-34
sf17	neutral	8/p2k4/1p2N3/2p1K3/2Pp4/1P1P4/P1n5/8 w - - 2 47	2	-23	-26	-42	-18	-8	-6
sf17	neutral	4r1r1/1kp5/2n5/Pp2p1Np/3pR2P/b2P2P1/2PB2K1/5R2 w - - 0 28	72	110	90	82	78	98	80
sf17	neutral	8/8/4N3/4N3/3P3k/1P1K4/p6r/1n4R1 b - - 12 51	-79	15	-37	-79	-79	0	-127
sf17	neutral	r4rk1/p2nnp2/1p2p1p1/P2pP1Pp/1B1N1P2/7P/P1P1K3/RR6 b - - 2 17	-32	-35	-24	6	19	2	0
sf17	neutral	r1bqk2r/1pppppb1/p1n2npp/8/5P2/NP2PN2/PBPP2PP/R2QKB1R w KQkq - 0 3	11	25	53	26	31	14	11
sf17	neutral	8/6R1/2n4p/8/6pk/P1rN4/4P2K/8 b - - 6 34	41	21	20	43	28	33	18
sf17	neutral	7k/p5pp/3q4/8/5Q2/P4PK1/1B2r3/1RR4r b - - 6 36	147	203	45	0	0	0	0
sf17	neutral	K7/1p3k2/5p2/1P3P2/8/4B3/6b1/8 w - - 17 97	11	13	21	15	8	7	8
sf17	neutral	rr4k1/5ppp/5n2/p2b4/1n1N4/B3P2P/3K1PP1/RB5R w - - 2 21	7	87	51	24	18	33	31
sf17	neutral	r1b2r2/1p2pp1k/4qbp1/3pB2p/p2P3P/2PB4/P4PP1/1RQ1R1K1 b - - 7 17	-34	-52	-29	-24	-12	-35	-21
sf17	neutral	1r1q1rk1/1p2ppbp/p2p4/2nPnp2/P1P5/1QN3P1/3BPPBP/2R2RK1 w - - 4 16	44	8	65	89	438	70	71
sf17	neutral	r3k2r/1ppbqpp1/2n2n1p/p1p1p3/4P3/1PPP1N2/P2NBPPP/R2Q1RK1 w kq - 5 7	-5	10	20	11	-1	-6	-2
sf17	neutral	r3k2r/1pqn1pp1/2p3p1/p2p2Pn/3P4/PQP1P2P/4BP2/R1B2K1R b kq - 0 13	-8	-10	16	74	11	3	-24
sf17	neutral	rnbqk2r/pp4pp/2pb1n2/3p1p2/2PPpN2/4P1P1/PP3P1P/RNBQKB1R w KQkq - 2 4	-35	-34	-23	-38	-43	-44	-41
sf17	neutral	8/8/p6b/4k2p/P2p4/3P1K1P/5B2/8 w - - 12 46	14	25	14	10	7	4	0
sf17	neutral	rn1qnrk1/1p1bb1pp/4p3/1Np1Pp2/p1Pp1P2/P2P1NP1/1P1B2BP/1R1Q1RK1 b - c3 0 10	-41	-35	-30	-13	-24	6	19
sf17	neutral	r2qr1k1/1b1n1ppp/2p1p3/p1B5/1p1P1P2/5NP1/PPQ1P2P/R3K2R b KQ - 0 11	43	39	19	7	12	-39	-42
sf17	neutral	8/3n1pk1/6p1/8/1Q2p2p/2N1P2P/3q1PP1/6K1 w - - 3 61	20	-3	-2	3	1	0	0
sf17	neutral	8/8/p5k1/P3Bp1p/2b5/5PK1/6P1/8 w - - 0 87	16	9	5	3	2	3	2
sf17	neutral	q5k1/5p2/2pQ2pp/8/8/4P1P1/4KP1P/8 b - - 1 27	8	39	25	24	0	0	0
sf17	neutral	8/8/8/6pk/8/R5K1/1r6/8 w - - 24 91	15	21	13	-3	-3	-8	0
sf17	neutral	8/p7/1p6/1Pp1k3/P5pP/1bN1K3/7P/8 b - - 5 36	91	77	109	91	88	74	36
sf17	neutral	8/5k2/5P2/4nK1p/8/6P1/8/8 b - - 0 104	27	30	31	32	31	29	0
sf17	neutral	8/1R5p/1P4k1/1r6/4K3/8/8/8 w - - 4 60	16	-9	-1	0	1	-13	-7
sf17	neutral	8/5k2/8/p2q1pQ1/7P/P2p1P2/5P2/5K2 w - - 13 57	8	0	0	0	-1	0	0
sf17	neutral	r3r1k1/6p1/1n1b3p/3p1p2/p1pP1P2/2P3P1/RP1N1B1P/R5K1 b - - 1 29	90	125	87	80	66	92	57
sf17	neutral	1r6/7k/2K1pp1P/3p4/2nP1P2/6R1/8/5N2 b - - 16 96	15	45	14	11	9	3	8
sf17	neutral	8/1Pk5/4Kp2/3B2p1/1p3p2/7P/1b4P1/8 w - - 4 73	4	1	-5	-2	0	0	0
sf17	neutral	1kr5/1pr3np/p3p1p1/P2pb3/qPP5/6PP/3QRPB1/1R4K1 w - - 0 31	-112	47	23	54	56	26	35
sf17	neutral	8/4k2p/2b2p2/5N2/5K1P/8/8/8 b - - 11 78	None	6	7	7	1	5	13
sf17	neutral	2b3k1/2r2pp1/1R5p/4p3/4P2P/1p4P1/4B3/6K1 w - - 0 43	-243	-65	-85	-88	-62	-88	-80
sf17	neutral	8/2kR4/4pp2/2p1r3/4NKP1/1P6/8/8 b - - 0 60	None	-316	0	0	0	0	0
sf17	neutral	8/8/5pp1/2b4p/1p2kP1P/1P4P1/PN2K3/8 w - - 1 62	31	-4	33	1	0	0	0
sf17	neutral	8/4B3/4p1p1/1k1p3p/3PPP2/2nP1P2/8/4K3 w - - 14 55	17	60	12	-35	-20	-6	-3
sf17	neutral	r2qr1k1/p4p1p/4p1pP/2P2n2/2PbB3/6P1/P2B1P2/1RQ1K2R b K - 0 16	-32	-7	19	9	-17	-14	-5
sf17	neutral	3r1k2/1B6/4p2p/4P3/2R1K1P1/3P4/8/b7 b - - 0 63	-10	60	-29	-45	-54	-66	-59
sf17	neutral	6k1/p2b1nBp/1p4p1/P3p1N1/2r1Pp2/6P1/1PP2PBP/5RK1 b - - 0 19	-209	-105	-76	-108	-53	-40	-26
sf17	neutral	8/Pk6/8/8/4K3/1n6/8/8 b - - 2 55	2	-22	-16	-11	-8	-6	15
sf17	neutral	8/2p5/4B3/3p2kp/3P4/1r1P4/5RKP/3n4 w - - 4 34	-12	1	-6	-6	0	0	-16
sf17	neutral	r1b2rk1/ppq1bppp/2nppn2/2p5/4P3/2PP1NPP/PP1N1PB1/R1BQ1RK1 w - - 2 6	13	17	31	30	16	16	14
sf17	neutral	rn1qk2r/pbp1bppp/1p2pn2/3p4/8/2PP2PN/PPN1PPBP/R1BQ1RK1 b kq - 6 4	-11	10	36	31	1	2	11
sf17	neutral	r7/3k1pp1/ppn1p2p/2ppP3/n4PP1/B1P5/P2P3P/1R3RK1 w - - 0 15	78	49	21	3	-23	-38	-23
sf17	neutral	8/8/8/1n1K1k2/8/6N1/8/8 b - - 1 129	None	16	25	11	4	1	2
sf17	neutral	3r4/2k3p1/1pp2p2/4p2p/pP2PP1P/Pb2B3/1P2K1P1/2R5 b - - 0 24	18	0	23	19	13	8	4
sf17	neutral	r2q2k1/pbp2rp1/1p2pn1p/3p1p1P/P2P1B2/2P1P3/1PBQ1PP1/R3R1K1 w - - 3 16	63	72	85	61	63	57	55
sf17	neutral	6k1/N4p2/1p4p1/7p/8/1R5P/PPr1nP1K/8 b - - 3 29	70	149	77	104	85	41	47
sf17	neutral	1q2k2r/5ppp/pP2p3/3rb3/8/2N1P3/PQ3PP1/R2R3K b k - 1 20	22	79	38	43	18	19	-72
sf17	neutral	1k3r1r/1bq1b1p1/1pn2nP1/p1p1pP1p/3pP3/PP1P1NN1/2PB2Q1/RR3BK1 w - - 0 20	8	27	-26	-20	18	62	67
sf17	neutral	8/7Q/8/5pp1/P6k/5P2/q7/4K3 b - - 12 58	None	7	0	4	0	0	0
sf17	neutral	8/5kp1/7p/5p2/P4P2/2qpQ1P1/7P/3K4 b - - 5 39	43	89	90	0	0	0	0
sf17	neutral	r1bqk1nr/4bppp/p1n1p3/1pp5/3pPP2/2PP3N/PP1NB1PP/R1BQ1RK1 w kq - 0 5	22	30	65	44	24	34	29
sf17	neutral	3r2k1/1p3p2/1Pr1q3/Q2p2pp/3Rp2P/1P2P1P1/P4P2/3R2K1 b - - 1 27	-45	-2	21	38	0	85	37
sf17	neutral	rnb1k2r/1pp1qpp1/3p1n1p/p3p3/1bP5/2NP1NP1/PP1BPPBP/R2Q1RK1 b kq - 1 5	-16	-43	-32	-32	-35	-35	-34
sf17	neutral	r1b2rk1/1ppn1pbp/p5p1/8/3N1P2/4B2P/PPP1B1P1/3R1RK1 w - - 1 11	41	50	34	33	45	32	45
sf17	neutral	4r3/5p1k/7n/2Q2p1P/5P2/2K4P/8/8 b - - 4 43	9	-9	7	0	-22	-32	0
sf17	neutral	8/4k3/1pp3bp/4n3/2P2RPP/pP1pK3/P7/8 b - - 3 43	221	218	192	197	186	204	178
sf17	neutral	r2r2k1/5p1p/2R3p1/p7/Pb2B3/B5Pb/4PP1P/1R4K1 w - - 1 18	94	149	16	34	172	52	32
sf17	neutral	5k2/R7/1p2pn2/1P2p3/1r5P/4P2K/5B2/8 w - - 0 32	7	8	-5	-20	-10	-8	-6
sf17	neutral	8/4kbR1/p4p2/1p1P1P1r/2p1K3/P1P2N2/8/8 b - - 4 35	-10	6	-24	0	0	0	0
sf17	neutral	2r5/3b1k2/4p1p1/3p1p1p/1p3P1P/1PqB2P1/PQ3P2/3R2K1 w - - 1 35	-11	15	-38	-36	-6	0	0
sf17	neutral	r2qk2r/b1pb1pp1/2n2n1p/1B1p4/1P1pP3/B1P2N2/3N1PPP/R2QK2R w KQkq - 1 9	76	54	38	24	27	26	40
sf17	neutral	rnb1kbnr/2q1pppp/p2p4/1p6/8/N1PPP3/1P3PPP/R1BQKBNR b KQkq - 1 3	-38	-11	-15	-16	-23	-20	-17
sf17	neutral	k2r3r/p1q1b1p1/2np2n1/2pRp1p1/1PN1P3/P3B3/1R3PB1/3Q2K1 b - - 1 24	-80	-60	-58	-56	-48	-50	-97
sf17	neutral	8/8/8/8/1pk3r1/5RP1/1K6/8 w - - 5 54	18	12	16	7	0	0	-10
sf17	neutral	rn1qkbnr/pb1p1ppp/1p2p3/2p1P3/Q7/2P2N1P/PP1P1PP1/RNB1KB1R w KQkq - 1 3	3	5	19	24	48	22	-2
sf17	neutral	rnb1k2r/ppp1qpbp/3p1np1/8/3pP3/1PP3P1/PB2NPBP/RN1Q1RK1 b kq - 3 5	-19	2	11	-16	-2	8	11
sf17	neutral	3r1bk1/5ppp/2N5/1q1n2P1/1P2Q2P/5P2/1B6/1KR5 b - - 2 29	-28	5	-109	-73	-30	-18	-14
sf17	neutral	r1bqr1k1/1pp2ppp/5n2/p2pn3/P1PNp3/NP1PP3/4BPPP/R2Q1RK1 w - - 2 8	-54	-44	-38	-36	-24	-27	-27
sf17	neutral	8/2p2pr1/k3p2p/2PrP1q1/1Q4p1/6P1/1PR2P1P/1K6 b - - 1 27	-75	-54	-37	-49	0	0	0
sf17	neutral	r5k1/1q3pp1/2p3np/2PpP1b1/3P4/2N2Q2/3B2PP/5RK1 w - - 2 21	-62	-10	13	-15	30	-51	-59
sf17	neutral	4r1r1/p4p2/1p2k3/2P5/3b1Q2/3P1N2/P7/5K2 b - - 0 29	-163	-14	-14	-12	2	0	0
sf17	neutral	3r4/4p3/p4k2/P1p1N1pp/2N1p1b1/1P1PK3/8/6R1 b - - 1 30	-129	-168	-179	-183	-117	-142	-135
sf17	neutral	br2r1k1/5pbp/pq1p1np1/8/1PPpP3/3B1NP1/3B1P1P/R2QR1K1 w - - 0 20	35	62	3	6	74	118	101
sf17	neutral	r2q1knr/pppb1pp1/2n5/4p2p/8/1PN4P/P1P1PPP1/R2QKBNR w KQ - 0 4	8	13	9	6	42	22	22
sf17	neutral	1r1qr1k1/Q2b2bp/2pn2p1/4pp2/P7/2Bn2P1/3NPPBP/RN3RK1 b - - 1 16	37	33	-40	-41	18	10	-13
sf17	neutral	3r4/1p6/p6k/P1R4p/3N1n2/4P3/1P3P2/6K1 b - - 0 37	-178	-127	-138	-162	-92	-135	-100
sf17	neutral	rnbqkb1r/p2p1ppp/1p3n2/2pp4/P7/2N1P2P/1PP2PP1/R1BQKBNR w KQkq - 2 3	0	141	39	17	39	34	40
sf17	neutral	8/8/1P1Rp3/1r3kp1/7p/7P/5PK1/8 w - - 1 41	12	-3	3	6	4	-17	-23
sf17	neutral	2r5/5p1k/6pp/P1PnNp2/5P2/4r3/6PP/2R2RK1 b - - 2 30	-147	-80	-75	-159	-101	-131	-119
sf17	neutral	8/8/4KP2/r7/5k1p/3R4/8/8 w - - 6 111	22	114	21	33	41	11	0
sf17	neutral	8/5p2/2N5/1p4Pk/5K2/8/3n4/8 w - - 10 43	15	1	0	0	-3	-8	-11
sf17	neutral	r2qk2r/1b1ppp1p/p7/1pp1n1PN/2P1P3/1QPPB3/P4P1P/2KR3R b kq - 1 12	-48	-72	-103	-101	-112	-61	-70
sf17	neutral	2qr1b2/p4pkp/1p4p1/1R6/PN1PpP2/4P2P/Q4PK1/1Rr5 w - - 7 27	-11	-21	-21	-13	24	12	8
sf17	neutral	rn1q2k1/1p5p/pp2brp1/3p2N1/P7/B1Q3P1/2P5/1K1R4 w - - 4 23	-147	-153	-150	-128	7	164	-173
sf17	neutral	8/3K4/8/5N2/1nk5/8/8/8 b - - 16 108	18	10	0	-2	0	0	0
sf17	neutral	8/8/K7/7p/8/3Q4/5k2/2q5 w - - 2 83	7	23	0	0	-3	-9	0
sf17	neutral	6k1/5pp1/2b1q2p/p7/1r6/2P2PP1/R3P2P/2B2QK1 b - - 0 33	56	58	86	103	63	54	36
sf17	neutral	3rr3/p4p2/8/1ppn1Nk1/4Pb2/1PR5/P3R1B1/5K2 w - - 0 38	-46	4	2	120	2	-1	-6
sf17	neutral	3r2k1/1pNrnpp1/1q2p3/1P3n1p/P4P2/2R1P1P1/2Q3KP/2B1R3 w - - 0 23	-16	-1	-173	-67	-80	-93	-64
sf17	neutral	r1bqk2r/1pbn1n1p/p1p1p3/3p1p2/P1PP2p1/BP2P3/3NBPPP/R2QNRK1 b kq - 3 9	-17	-19	-63	-57	-30	-33	-46
sf18	blind	r2q1rk1/p2b2b1/1p5n/1P1Np1pp/2PpPp2/P2P4/1B2B1PP/R3QRK1 w - - 0 14	-24	83	45	52	19	21	29
sf18	blind	5b2/7k/1P2b2n/4p2p/2PpPppq/3P4/1Q2B1PP/5RK1 w - - 3 25	103	170	151	91	9	9	29
sf18	blind	1Q6/5n1k/4b3/4p2p/3pPppq/3P4/6PP/3B1RK1 w - - 1 30	47	79	62	63	55	47	27
sf18	blind	8/5nk1/8/4p1qp/3pPpp1/3P4/2Q3PP/5RK1 w - - 3 33	69	77	60	17	24	29	37
sf18	blind	r3k1nr/p1pqbp1p/bpn1p1p1/8/4N3/2PP1NP1/PP2QPBP/R1B1K2R w KQkq - 6 8	59	24	11	43	29	27	45
sf18	blind	1r1b4/5pk1/1P1pq1p1/3Np3/2PpP3/1R3Q2/5P2/6K1 b - - 3 33	25	48	25	11	10	7	5
sf18	blind	r2qr1k1/pp1b1ppp/5n2/3pn3/8/1P3PP1/PBPQ3P/2KR1BNR w - - 2 11	88	102	55	67	69	68	65
sf18	blind	r1bqk1r1/1p2bp1p/2p2B2/3n1N2/2N1p3/pP2P3/P1P1BPPP/R2Q1RK1 b q - 0 11	-270	-52	-52	18	21	25	35
sf18	blind	rnbq1rk1/1p2ppbp/p1p3p1/8/2PPRB1N/1P4P1/5PBP/2RQ2K1 w - - 1 14	40	55	34	49	35	29	34
sf18	blind	2rq1rk1/3pb1pp/4p3/1p3p2/8/1PR3P1/PB2PPKP/3Q1R2 w - - 0 16	32	66	61	48	49	25	38
sf18	blind	2r4r/k2b1p2/p3p1p1/p1npP2p/3N1P2/PPN2RP1/2P4P/1K1R4 w - - 1 20	37	59	54	42	38	79	52
sf18	blind	5r1k/1p2n1bp/p1q5/2pp1n2/P3rP2/1PPR1BP1/2N3QK/2B2R2 b - - 10 26	-52	-1	7	23	27	21	18
sf18	blind	r1bqkb1r/1pp1p1pp/p1n2n2/3p1pB1/3P4/2N1P2P/PPP2PP1/R2QKBNR w KQkq - 1 2	74	88	63	63	60	62	53
sf18	blind	8/4k3/8/4K3/8/2rB3R/8/8 w - - 49 195	3	-6	5	27	22	30	28
sf18	blind	r7/q4pk1/b3p1pn/3pP2p/p1p2PPN/PrP2B1P/1PR4K/3Q2R1 b - - 0 27	-93	-59	-9	34	-13	-26	-19
sf18	blind	r4rk1/2q2pp1/1p2pn2/p3Pn1P/2NPB2P/4P2Q/1P5K/R1B2R2 b - - 0 18	-139	46	168	53	22	-25	-42
sf18	blind	2r2rk1/5pp1/1p2p2P/p3P3/3P3P/4P2Q/1q6/R4R1K b - - 0 24	-14	4	-51	-31	-4	-8	0
sf18	blind	2r2rk1/5pp1/1p2p2P/p3P3/3PPR1P/2Q5/8/R6K b - - 0 29	-504	20	-40	-29	-31	-26	-49
sf18	blind	8/5pk1/b6r/5p2/P3p3/2NpP1P1/3K3P/7R b - - 2 44	46	59	61	58	41	16	14
sf18	blind	3R4/1br5/6k1/4K3/4p2P/3pP3/8/3N4 b - - 9 67	22	34	35	12	14	11	6
sf18	blind	5k2/8/3rn1p1/R5P1/3p1PK1/3B4/8/8 w - - 9 66	26	121	50	49	26	29	22
sf18	blind	k2r1b1r/p4R1p/6p1/1p1p4/3N2p1/P1P5/1P5P/1K1R4 b - - 3 20	-20	-61	-57	-38	2	30	47
sf18	blind	rn1qk2r/1bp1bpp1/1p1ppn1p/pP6/3P1B2/P1P1PN2/5PPP/RN1QKB1R w KQkq - 0 5	-51	-48	-26	-30	-20	-46	-61
sf18	blind	2kr1b1r/1bpnq3/1p1pp2p/pP3pp1/2PP4/P2BP2P/2QN1PPB/R4RK1 w - - 1 13	2	-39	-54	-49	-65	-103	-92
sf18	blind	r3brk1/2q1b3/2pnnp2/1p2p1p1/4P1Pp/1P1R1Q1P/2P1NPB1/2BR1NK1 w - - 1 27	-55	-35	-151	-139	-132	-136	-113
sf18	blind	r2bbrk1/1n6/q4p2/1p2pNp1/1P4Pp/5Q1P/2P2PB1/2BR2K1 w - - 6 35	-39	-120	-141	-135	-106	-112	-124
sf18	blind	r1bq1rk1/pp1nppbp/2p3p1/3p4/P1PPn3/1P2PN2/4BPPP/RNBQ1RK1 w - - 1 5	24	37	49	44	48	49	41
sf18	blind	rn3bnr/4kppp/p3p3/1q3P2/3P4/3Q1NP1/PPP4P/R1B1K2R w KQ - 1 11	84	184	-38	-24	-12	-35	-27
sf18	blind	2r2rk1/1q4pp/4Q3/2b2p2/8/p7/P4PPP/B1R2RK1 b - - 0 23	None	-12	0	14	28	22	27
sf18	blind	3r4/pb3kbp/1p3pp1/2p3n1/P1N5/1P1N4/1BP2PPP/4R1K1 w - - 2 19	-8	17	17	-6	8	13	-21
sf18	blind	r2q1rk1/pp1b1p2/6pp/n1P5/4pNP1/4P3/Pb1NBP1P/R2QR1K1 w - - 0 17	20	84	52	46	45	59	38
sf18	blind	rr2b1k1/5pb1/3p2pp/qpn5/3pPN1P/P2P2P1/3N1PB1/1RQ1R1K1 w - - 0 27	-59	-35	-30	-7	-38	-39	-60
sf18	blind	rnr1q1k1/2p2pbp/bp2pnp1/p1PpN3/N2P4/PP2P3/1BQ1BPPP/2R2RK1 w - - 3 12	21	46	40	71	53	38	35
sf18	blind	rnr1q1k1/2p2pbp/1pPnp1p1/p2pN3/N2P4/PP2PP2/1B2Q1PP/2R2RK1 w - - 1 15	12	-77	-37	-24	-14	-3	-14
sf18	blind	r2nr1k1/2p2qbp/1p2p1N1/p3Pp2/3P4/PP5Q/1B2N1RP/6K1 w - - 20 34	46	136	0	15	51	68	43
sf18	blind	r1bqkb1r/1pp3pp/2n1pp2/p2p1n2/P4P2/1PN2NPB/1BPPP2P/R2QK2R b KQkq - 1 4	7	4	15	24	40	56	48
sf18	blind	r1qr2k1/pp2bpp1/2n1pn1p/2pp1b2/P4B2/1QPPPN1P/1P1NBPP1/R4RK1 b - - 0 8	47	44	21	22	34	44	39
sf18	blind	1r3rk1/1bq5/pp1bpn1p/2pP1pp1/1nP5/4PPPN/PBQ1N1BP/2R2RK1 w - - 1 18	57	47	61	59	74	47	53
